doc_id,citation_id,span_text,length,category,task3_file,task2_file
11596,[CITATION_2],"We refer the reader to Ref.",27,short,task3/11596.label,task2/11596.in
11597,[CITATION_5],", colorectal",12,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_6],", gastric",9,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_7],", lung",6,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_8],", oral",6,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_9],", ovarian",9,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_10],", prostate",10,very_short,task3/11597.label,task2/11597.in
11597,[CITATION_11],"and testicular",14,very_short,task3/11597.label,task2/11597.in
11687,[CITATION_2],", is discussed in",17,short,task3/11687.label,task2/11687.in
11697,[CITATION_4],"Zhang et al",11,very_short,task3/11697.label,task2/11697.in
11789,[CITATION_1],"Multinormal density (16)",24,short,task3/11789.label,task2/11789.in
11793,[CITATION_3],"Remark 1 in.",12,very_short,task3/11793.label,task2/11793.in
11793,[CITATION_4],"Remark 5 in.",12,very_short,task3/11793.label,task2/11793.in
11821,[CITATION_6],"Parkinson's disease,",20,short,task3/11821.label,task2/11821.in
11857,[CITATION_2],", as well as C1-C16",19,short,task3/11857.label,task2/11857.in
11903,[CITATION_3],"bovine immunodeficiency virus",29,short,task3/11903.label,task2/11903.in
11935,[CITATION_1],"We note that (Ψ.",16,short,task3/11935.label,task2/11935.in
11979,[CITATION_3],"Wrenn et al",11,very_short,task3/11979.label,task2/11979.in
11982,[CITATION_2],", Jafarimoghaddam et al.",24,short,task3/11982.label,task2/11982.in
11982,[CITATION_3],"and Abbasian Arani et al.",25,short,task3/11982.label,task2/11982.in
11988,[CITATION_8],"plus an optional enhancer",25,short,task3/11988.label,task2/11988.in
11990,[CITATION_3],"and Γ",5,very_short,task3/11990.label,task2/11990.in
12008,[CITATION_1],"Bartholdi and Platzman",22,short,task3/12008.label,task2/12008.in
12008,[CITATION_2],"Bartholdi and Platzman,",23,short,task3/12008.label,task2/12008.in
12017,[CITATION_3],"and AMS-02",10,very_short,task3/12017.label,task2/12017.in
12037,[CITATION_6],", R2800",7,very_short,task3/12037.label,task2/12037.in
12073,[CITATION_3],",., M",5,very_short,task3/12073.label,task2/12073.in
12073,[CITATION_1],"The proofs for M",16,short,task3/12073.label,task2/12073.in
12083,[CITATION_1],"For example, Jiang et al.,",26,short,task3/12083.label,task2/12083.in
12083,[CITATION_2],"Paulsen and Jiang,",18,short,task3/12083.label,task2/12083.in
12083,[CITATION_3],"and Pogue et al.",16,short,task3/12083.label,task2/12083.in
12097,[CITATION_4],", mechanotransduction",21,short,task3/12097.label,task2/12097.in
12098,[CITATION_4],"; the AMS-02 experiment",23,short,task3/12098.label,task2/12098.in
12117,[CITATION_2],"Indeed, Kotzamanis et al.",25,short,task3/12117.label,task2/12117.in
12190,[CITATION_2],", and biochemical",17,short,task3/12190.label,task2/12190.in
12271,[CITATION_5],", trauma",8,very_short,task3/12271.label,task2/12271.in
12289,[CITATION_2],"or in a semiclosed mode",23,short,task3/12289.label,task2/12289.in
12332,[CITATION_3],"Conversely, Shinto et al",24,short,task3/12332.label,task2/12332.in
12333,[CITATION_6],"and Trametes versicolor",23,short,task3/12333.label,task2/12333.in
12333,[CITATION_8],"and Ganoderma sp.",17,short,task3/12333.label,task2/12333.in
12356,[CITATION_3],"and multi-layer clustering",26,short,task3/12356.label,task2/12356.in
12467,[CITATION_5],"3 and Γ",7,very_short,task3/12467.label,task2/12467.in
12467,[CITATION_7],", and the integrand on Γ",24,short,task3/12467.label,task2/12467.in
12485,[CITATION_7],"and MaTisse",11,very_short,task3/12485.label,task2/12485.in
12533,[CITATION_1],"As in (4.54)",12,very_short,task3/12533.label,task2/12533.in
12553,[CITATION_2],", constrained CCA security",26,short,task3/12553.label,task2/12553.in
12564,[CITATION_5],", motility",10,very_short,task3/12564.label,task2/12564.in
12618,[CITATION_4],"; fzr ie28 FRT101",17,short,task3/12618.label,task2/12618.in
12618,[CITATION_10],"and Harold Vaessin",18,short,task3/12618.label,task2/12618.in
12626,[CITATION_2],"The maximum penetration of",26,short,task3/12626.label,task2/12626.in
12635,[CITATION_3],", edge",6,very_short,task3/12635.label,task2/12635.in
12635,[CITATION_7],", wavelet",9,very_short,task3/12635.label,task2/12635.in
12635,[CITATION_5],", Gabor filters",15,short,task3/12635.label,task2/12635.in
12647,[CITATION_5],". according to Malfatti et al",29,short,task3/12647.label,task2/12647.in
12658,[CITATION_2],"de Pascale et al",16,short,task3/12658.label,task2/12658.in
12677,[CITATION_2],"Chen et al",10,very_short,task3/12677.label,task2/12677.in
12677,[CITATION_3],"Huang et al",11,very_short,task3/12677.label,task2/12677.in
12677,[CITATION_5],"Chen et al",10,very_short,task3/12677.label,task2/12677.in
12677,[CITATION_6],"Huang et al",11,very_short,task3/12677.label,task2/12677.in
12677,[CITATION_4],"Zhu et al 7 Chen et al",22,short,task3/12677.label,task2/12677.in
12679,[CITATION_2],", tubulation",12,very_short,task3/12679.label,task2/12679.in
12679,[CITATION_3],", pearling",10,very_short,task3/12679.label,task2/12679.in
12691,[CITATION_2],"or concatenation",16,short,task3/12691.label,task2/12691.in
12731,[CITATION_2],", then the inverse relation",27,short,task3/12731.label,task2/12731.in
12758,[CITATION_1],"The NASA ADLS was used by",25,short,task3/12758.label,task2/12758.in
12777,[CITATION_1],"We follow Appendix A.11].",25,short,task3/12777.label,task2/12777.in
12828,[CITATION_2],"Hanrahan et al",14,very_short,task3/12828.label,task2/12828.in
12845,[CITATION_1],"bias and bar-code mutations.",28,short,task3/12845.label,task2/12845.in
12845,[CITATION_2],"bias and bar-code mutations.",28,short,task3/12845.label,task2/12845.in
12854,[CITATION_8],", colon cancer",14,very_short,task3/12854.label,task2/12854.in
12854,[CITATION_10],", melanoma",10,very_short,task3/12854.label,task2/12854.in
12854,[CITATION_9],", breast cancer",15,short,task3/12854.label,task2/12854.in
12886,[CITATION_1],"of weight matrices defined by",29,short,task3/12886.label,task2/12886.in
12901,[CITATION_2],"How to calculate is shown in",28,short,task3/12901.label,task2/12901.in
12907,[CITATION_1],"To do this, we proceed as in.",29,short,task3/12907.label,task2/12907.in
12907,[CITATION_2],"To do this, we proceed as in.",29,short,task3/12907.label,task2/12907.in
12907,[CITATION_3],"To do this, we proceed as in.",29,short,task3/12907.label,task2/12907.in
12907,[CITATION_4],"To do this, we proceed as in.",29,short,task3/12907.label,task2/12907.in
12907,[CITATION_5],"To do this, we proceed as in.",29,short,task3/12907.label,task2/12907.in
12934,[CITATION_1],"SYBCL1",6,very_short,task3/12934.label,task2/12934.in
12945,[CITATION_3],"Edge detection methods",22,short,task3/12945.label,task2/12945.in
12945,[CITATION_7],", wavelet transform",19,short,task3/12945.label,task2/12945.in
12959,[CITATION_2],"and CAM-ICU",11,very_short,task3/12959.label,task2/12959.in
12962,[CITATION_5],", does not apply.",17,short,task3/12962.label,task2/12962.in
12975,[CITATION_3],"; in the second study,",22,short,task3/12975.label,task2/12975.in
12984,[CITATION_9],"In another study,",17,short,task3/12984.label,task2/12984.in
12984,[CITATION_11],"In one other report,",20,short,task3/12984.label,task2/12984.in
13001,[CITATION_1],"The model was introduced by",27,short,task3/13001.label,task2/13001.in
13001,[CITATION_2],"and explored further by",23,short,task3/13001.label,task2/13001.in
13022,[CITATION_1],"The first equality is",21,short,task3/13022.label,task2/13022.in
13025,[CITATION_2],"or unexpectedness",17,short,task3/13025.label,task2/13025.in
13038,[CITATION_2],"N] HSQC and [ 1 H,",18,short,task3/13038.label,task2/13038.in
13062,[CITATION_8],"Given the fact that mPTP",24,short,task3/13062.label,task2/13062.in
13107,[CITATION_2],", gortex",8,very_short,task3/13107.label,task2/13107.in
13107,[CITATION_3],", silastic silo",15,short,task3/13107.label,task2/13107.in
13143,[CITATION_1],"(a) Fire detection by",21,short,task3/13143.label,task2/13143.in
13173,[CITATION_2],"Wilson and colleagues",21,short,task3/13173.label,task2/13173.in
13285,[CITATION_1],"Substituting",12,very_short,task3/13285.label,task2/13285.in
13319,[CITATION_14],"impair endothelial integrity,",29,short,task3/13319.label,task2/13319.in
13335,[CITATION_2],"Trzpis and (13,",15,short,task3/13335.label,task2/13335.in
13342,[CITATION_4],"In the latter study",19,short,task3/13342.label,task2/13342.in
13352,[CITATION_2],"ROAST,",6,very_short,task3/13352.label,task2/13352.in
13352,[CITATION_3],"and npGSEA,",11,very_short,task3/13352.label,task2/13352.in
13375,[CITATION_10],"and S-nitrosylation",19,short,task3/13375.label,task2/13375.in
13385,[CITATION_2],", microsatellite DNAs",21,short,task3/13385.label,task2/13385.in
13398,[CITATION_18],", port wine stains",18,short,task3/13398.label,task2/13398.in
13472,[CITATION_6],", Drosophila",12,very_short,task3/13472.label,task2/13472.in
13474,[CITATION_12],"or amygdala",11,very_short,task3/13474.label,task2/13474.in
13478,[CITATION_1],"Yang et al 13 PFC.",18,short,task3/13478.label,task2/13478.in
13479,[CITATION_1],"The proof is based on",21,short,task3/13479.label,task2/13479.in
13507,[CITATION_2],", BM3D",6,very_short,task3/13507.label,task2/13507.in
13507,[CITATION_3],", L 0",5,very_short,task3/13507.label,task2/13507.in
13559,[CITATION_6],") and human cells",17,short,task3/13559.label,task2/13559.in
13560,[CITATION_3],"or in situ hybridization",24,short,task3/13560.label,task2/13560.in
13586,[CITATION_8],"as well as the DMRG method",26,short,task3/13586.label,task2/13586.in
13630,[CITATION_2],"(MDD), schizophrenia",20,short,task3/13630.label,task2/13630.in
13744,[CITATION_1],"See Remark 2.1 and",18,short,task3/13744.label,task2/13744.in
13776,[CITATION_2],"AF304365) products",18,short,task3/13776.label,task2/13776.in
13805,[CITATION_4],"Huntley & Brooks 1982",21,short,task3/13805.label,task2/13805.in
13806,[CITATION_1],"This extract was applied",24,short,task3/13806.label,task2/13806.in
13812,[CITATION_3],"In Ref.",7,very_short,task3/13812.label,task2/13812.in
13880,[CITATION_1],"j Sullivan et al.",17,short,task3/13880.label,task2/13880.in
13949,[CITATION_3],", hybrid poplar",15,short,task3/13949.label,task2/13949.in
13954,[CITATION_1],"(see ).",7,very_short,task3/13954.label,task2/13954.in
13989,[CITATION_4],"Fiore et al., 2009;",19,short,task3/13989.label,task2/13989.in
13998,[CITATION_4],"Papini et al.",13,very_short,task3/13998.label,task2/13998.in
13999,[CITATION_1],"Hitchin.",8,very_short,task3/13999.label,task2/13999.in
14026,[CITATION_1],"m Anney et al.",14,very_short,task3/14026.label,task2/14026.in
14049,[CITATION_1],"Papini et al.",13,very_short,task3/14049.label,task2/14049.in
14141,[CITATION_2],", PbIbN design",14,very_short,task3/14141.label,task2/14141.in
14141,[CITATION_3],", CBIRD structure",17,short,task3/14141.label,task2/14141.in
14141,[CITATION_4],"and M structure design",22,short,task3/14141.label,task2/14141.in
14153,[CITATION_3],"and feasibility graphs",22,short,task3/14153.label,task2/14153.in
14178,[CITATION_3],", the complement system",23,short,task3/14178.label,task2/14178.in
14222,[CITATION_3],"and non-clinical samples.",25,short,task3/14222.label,task2/14222.in
14282,[CITATION_1],"Appendix to Chapter II of",25,short,task3/14282.label,task2/14282.in
14288,[CITATION_6],"In the notation of",18,short,task3/14288.label,task2/14288.in
14293,[CITATION_3],"S6A ).",6,very_short,task3/14293.label,task2/14293.in
14301,[CITATION_3],"and ColoPrint",13,very_short,task3/14301.label,task2/14301.in
14304,[CITATION_1],"In the literature,",18,short,task3/14304.label,task2/14304.in
14364,[CITATION_2],"and Yan et al.",14,very_short,task3/14364.label,task2/14364.in
14364,[CITATION_4],"and Yan et al.",14,very_short,task3/14364.label,task2/14364.in
14386,[CITATION_3],"and Downey",10,very_short,task3/14386.label,task2/14386.in
14386,[CITATION_5],", while the groups of Downey",28,short,task3/14386.label,task2/14386.in
14386,[CITATION_6],"and Vinten-Johansen",19,short,task3/14386.label,task2/14386.in
14402,[CITATION_3],"and negative evidence",21,short,task3/14402.label,task2/14402.in
14443,[CITATION_1],"Bax).",5,very_short,task3/14443.label,task2/14443.in
14443,[CITATION_2],"Bax).",5,very_short,task3/14443.label,task2/14443.in
14446,[CITATION_5],", trained CNNs",14,very_short,task3/14446.label,task2/14446.in
14465,[CITATION_4],"and Carlson et al.",18,short,task3/14465.label,task2/14465.in
14487,[CITATION_2],", and post-encounter forms",26,short,task3/14487.label,task2/14487.in
14700,[CITATION_5],"and 10% in the United Kingdom",29,short,task3/14700.label,task2/14700.in
14731,[CITATION_8],", keratinocytes",15,short,task3/14731.label,task2/14731.in
14741,[CITATION_2],"and Castanea of Fagaceae",24,short,task3/14741.label,task2/14741.in
14750,[CITATION_1],"Theorem 4.5 of ).",17,short,task3/14750.label,task2/14750.in
14807,[CITATION_3],"and ColoPrint (N = 15)",22,short,task3/14807.label,task2/14807.in
14893,[CITATION_4],"laser Doppler flowmetry",23,short,task3/14893.label,task2/14893.in
14897,[CITATION_2],"Vesicatoria.",12,very_short,task3/14897.label,task2/14897.in
14902,[CITATION_2],", PAB",5,very_short,task3/14902.label,task2/14902.in
14902,[CITATION_3],", ODAM",6,very_short,task3/14902.label,task2/14902.in
14902,[CITATION_4],", SNB",5,very_short,task3/14902.label,task2/14902.in
14902,[CITATION_5],", EDB",5,very_short,task3/14902.label,task2/14902.in
14969,[CITATION_2],"as well as Runge et al.",23,short,task3/14969.label,task2/14969.in
14975,[CITATION_6],"Holt et al.,",12,very_short,task3/14975.label,task2/14975.in
15042,[CITATION_2],"and Theorem 1 in",16,short,task3/15042.label,task2/15042.in
15042,[CITATION_3],"• Property 2. (Theorem 12 in",28,short,task3/15042.label,task2/15042.in
15042,[CITATION_4],"and Theorem 2 in",16,short,task3/15042.label,task2/15042.in
15057,[CITATION_2],"endfor",6,very_short,task3/15057.label,task2/15057.in
15064,[CITATION_2],", CELLO",7,very_short,task3/15064.label,task2/15064.in
15064,[CITATION_3],", MultiLoc2 ), Plant-mPloc",26,short,task3/15064.label,task2/15064.in
15070,[CITATION_1],"More details can be found in",28,short,task3/15070.label,task2/15070.in
15091,[CITATION_1],"Proposition 2.2 (Case ).",24,short,task3/15091.label,task2/15091.in
15106,[CITATION_2],"to nearly 2 years.",18,short,task3/15106.label,task2/15106.in
15125,[CITATION_4],"and Kohlhaas et al.",19,short,task3/15125.label,task2/15125.in
15142,[CITATION_2],"and the MCP algorithm",21,short,task3/15142.label,task2/15142.in
15164,[CITATION_2],", 253G1",7,very_short,task3/15164.label,task2/15164.in
15164,[CITATION_3],", and 409B2",11,very_short,task3/15164.label,task2/15164.in
15164,[CITATION_1],"Human iPS cells, 201B7",22,short,task3/15164.label,task2/15164.in
15188,[CITATION_2],"and length of hospital stay;",28,short,task3/15188.label,task2/15188.in
15197,[CITATION_2],": Thomas and Ingledew 1995",26,short,task3/15197.label,task2/15197.in
15214,[CITATION_7],"or by using BrdU-IP",19,short,task3/15214.label,task2/15214.in
15225,[CITATION_4],"and mitochondrial VDAC",22,short,task3/15225.label,task2/15225.in
15227,[CITATION_6],"For more information, see",25,short,task3/15227.label,task2/15227.in
15272,[CITATION_2],"and Corollary 4.2 in",20,short,task3/15272.label,task2/15272.in
15272,[CITATION_3],"For example, see Section 3 in",29,short,task3/15272.label,task2/15272.in
15334,[CITATION_1],"Letting [A] = 0 in gives",24,short,task3/15334.label,task2/15334.in
15388,[CITATION_3],", MCP",5,very_short,task3/15388.label,task2/15388.in
15388,[CITATION_5],", ETF",5,very_short,task3/15388.label,task2/15388.in
15388,[CITATION_6],", DSC",5,very_short,task3/15388.label,task2/15388.in
15388,[CITATION_7],"and EZ",6,very_short,task3/15388.label,task2/15388.in
15389,[CITATION_2],"87, 92,",7,very_short,task3/15389.label,task2/15389.in
15441,[CITATION_2],", nearly 18% in Australia",25,short,task3/15441.label,task2/15441.in
15469,[CITATION_6],", EDTA",6,very_short,task3/15469.label,task2/15469.in
15469,[CITATION_7],", and gentamicin",16,short,task3/15469.label,task2/15469.in
15469,[CITATION_11],"to "moderately effective"",25,short,task3/15469.label,task2/15469.in
15473,[CITATION_2],"and tomato",10,very_short,task3/15473.label,task2/15473.in
15490,[CITATION_3],"Most recently, Pek et al.",25,short,task3/15490.label,task2/15490.in
15505,[CITATION_3],", propofol",10,very_short,task3/15505.label,task2/15505.in
15505,[CITATION_4],", halothane",11,very_short,task3/15505.label,task2/15505.in
15510,[CITATION_3],"(k i 1 + · · · + k im + k n )",29,short,task3/15510.label,task2/15510.in
15512,[CITATION_1],"2017;.",6,very_short,task3/15512.label,task2/15512.in
15514,[CITATION_1],"As also indicated in Marcotte",29,short,task3/15514.label,task2/15514.in
15550,[CITATION_3],"and eukaryotic",14,very_short,task3/15550.label,task2/15550.in
15560,[CITATION_4],"or going down stairs",20,short,task3/15560.label,task2/15560.in
15607,[CITATION_1],"P7".",4,very_short,task3/15607.label,task2/15607.in
15608,[CITATION_2],"ballpoint pen;",14,very_short,task3/15608.label,task2/15608.in
15628,[CITATION_3],"and visual attention",20,short,task3/15628.label,task2/15628.in
15684,[CITATION_3],"Ghosh. there corresponds (see",29,short,task3/15684.label,task2/15684.in
15705,[CITATION_4],"However, Reasoner et al.",24,short,task3/15705.label,task2/15705.in
15705,[CITATION_5],"and Gupta et al.",16,short,task3/15705.label,task2/15705.in
15807,[CITATION_5],", study with follow-up to",25,short,task3/15807.label,task2/15807.in
15839,[CITATION_1],"1 The emotional content in",26,short,task3/15839.label,task2/15839.in
15853,[CITATION_2],"and Gupta et al.",16,short,task3/15853.label,task2/15853.in
15875,[CITATION_2],"C labeling",10,very_short,task3/15875.label,task2/15875.in
15915,[CITATION_1],"Here we are interested Haas",27,short,task3/15915.label,task2/15915.in
15930,[CITATION_1],"It should be Scheit et al.",26,short,task3/15930.label,task2/15930.in
15953,[CITATION_2],"and Fang and González",21,short,task3/15953.label,task2/15953.in
15960,[CITATION_2],", with features as defined by",29,short,task3/15960.label,task2/15960.in
15961,[CITATION_2],"and Condor",10,very_short,task3/15961.label,task2/15961.in
16015,[CITATION_1],"See Danthine et al (1999) and",29,short,task3/16015.label,task2/16015.in
16018,[CITATION_13],"and surfacome",13,very_short,task3/16018.label,task2/16018.in
16045,[CITATION_6],", for forensic genotyping",25,short,task3/16045.label,task2/16045.in
16063,[CITATION_4],", and RB-ILD with fibrosis",26,short,task3/16063.label,task2/16063.in
16068,[CITATION_2],", skip-gram",11,very_short,task3/16068.label,task2/16068.in
16082,[CITATION_1],"For example, by we may take",27,short,task3/16082.label,task2/16082.in
16152,[CITATION_3],"In fact, a good approximation",29,short,task3/16152.label,task2/16152.in
16161,[CITATION_3],".The assignment of",18,short,task3/16161.label,task2/16161.in
16173,[CITATION_6],", and",5,very_short,task3/16173.label,task2/16173.in
16233,[CITATION_4],", Predictome",12,very_short,task3/16233.label,task2/16233.in
16233,[CITATION_2],", the first version of STRING",29,short,task3/16233.label,task2/16233.in
16250,[CITATION_2],"the modularity constraints in",29,short,task3/16250.label,task2/16250.in
16377,[CITATION_1],"Average LOS per exacerbation",28,short,task3/16377.label,task2/16377.in
16382,[CITATION_8],"; red deer, Cervus elaphus",26,short,task3/16382.label,task2/16382.in
16422,[CITATION_13],"Application of carbon dioxide",29,short,task3/16422.label,task2/16422.in
16449,[CITATION_1],"See.",4,very_short,task3/16449.label,task2/16449.in
16449,[CITATION_2],"See.",4,very_short,task3/16449.label,task2/16449.in
16449,[CITATION_3],"See.",4,very_short,task3/16449.label,task2/16449.in
16449,[CITATION_4],"See.",4,very_short,task3/16449.label,task2/16449.in
16449,[CITATION_5],"See.",4,very_short,task3/16449.label,task2/16449.in
16449,[CITATION_6],"See.",4,very_short,task3/16449.label,task2/16449.in
16454,[CITATION_2],", Eden et al.",13,very_short,task3/16454.label,task2/16454.in
16460,[CITATION_2],"and KWiCFinder",14,very_short,task3/16460.label,task2/16460.in
16499,[CITATION_2],"and Shivshankar et al.",22,short,task3/16499.label,task2/16499.in
16546,[CITATION_2],"or KWiCFinder",13,very_short,task3/16546.label,task2/16546.in
16552,[CITATION_2],"and LQT7",8,very_short,task3/16552.label,task2/16552.in
16600,[CITATION_2],", shaken baby syndrome",22,short,task3/16600.label,task2/16600.in
16600,[CITATION_3],", medical research funding",26,short,task3/16600.label,task2/16600.in
16628,[CITATION_1],"Polycitoridae;.",15,short,task3/16628.label,task2/16628.in
16628,[CITATION_2],"Polycitoridae;.",15,short,task3/16628.label,task2/16628.in
16643,[CITATION_12],") and Huntington's disease",26,short,task3/16643.label,task2/16643.in
16730,[CITATION_1],"← 1 ⊳ Object perimeter",22,short,task3/16730.label,task2/16730.in
16730,[CITATION_2],"while (p + q 1 ) = 0 do",23,short,task3/16730.label,task2/16730.in
16808,[CITATION_2],"and natural language texts",26,short,task3/16808.label,task2/16808.in
16821,[CITATION_3],", error-amended sharp edge",26,short,task3/16821.label,task2/16821.in
16854,[CITATION_2],"DiarTK ).",9,very_short,task3/16854.label,task2/16854.in
16885,[CITATION_2],"? discrete",10,very_short,task3/16885.label,task2/16885.in
16885,[CITATION_1],"classical quantum continuous",28,short,task3/16885.label,task2/16885.in
17048,[CITATION_2],", nephrolithiasis in rats",25,short,task3/17048.label,task2/17048.in
17048,[CITATION_3],", genotoxicity in mice",22,short,task3/17048.label,task2/17048.in
17055,[CITATION_4],", panic disorder",16,short,task3/17055.label,task2/17055.in
17065,[CITATION_1],"Alon, Mohar, and Sanders",24,short,task3/17065.label,task2/17065.in
17111,[CITATION_1],"Since Tepper",12,very_short,task3/17111.label,task2/17111.in
17134,[CITATION_1],"compounds.",10,very_short,task3/17134.label,task2/17134.in
17135,[CITATION_2],"as well as drug compliance",26,short,task3/17135.label,task2/17135.in
17155,[CITATION_5],", to vector control",19,short,task3/17155.label,task2/17155.in
17160,[CITATION_2],", count-min sketch",18,short,task3/17160.label,task2/17160.in
17160,[CITATION_3],"and the LFN data structure",26,short,task3/17160.label,task2/17160.in
17194,[CITATION_1],"The second one,",15,short,task3/17194.label,task2/17194.in
17203,[CITATION_5],", breast cancer",15,short,task3/17203.label,task2/17203.in
17203,[CITATION_6],", colorectal cancer",19,short,task3/17203.label,task2/17203.in
17203,[CITATION_7],", head and neck cancer",22,short,task3/17203.label,task2/17203.in
17204,[CITATION_2],"and sub-lethal (e.g.",20,short,task3/17204.label,task2/17204.in
17222,[CITATION_1],"We use z i = z dec = 1088",25,short,task3/17222.label,task2/17222.in
17230,[CITATION_1],"The data published in 1991",26,short,task3/17230.label,task2/17230.in
17239,[CITATION_1],"2002; Burke et al., 2014).",26,short,task3/17239.label,task2/17239.in
17239,[CITATION_2],"2002; Burke et al., 2014).",26,short,task3/17239.label,task2/17239.in
17251,[CITATION_2],"Moreover, as according to",25,short,task3/17251.label,task2/17251.in
17266,[CITATION_1],"Pan ity and controllability",27,short,task3/17266.label,task2/17266.in
17334,[CITATION_2],"and Iran,",9,very_short,task3/17334.label,task2/17334.in
17341,[CITATION_1],"See for details.",16,short,task3/17341.label,task2/17341.in
17349,[CITATION_1],"where and",9,very_short,task3/17349.label,task2/17349.in
17360,[CITATION_5],"such as 'leak' channels,",24,short,task3/17360.label,task2/17360.in
17457,[CITATION_6],", GBM",5,very_short,task3/17457.label,task2/17457.in
17457,[CITATION_5],", ovarian cancer",16,short,task3/17457.label,task2/17457.in
17517,[CITATION_2],"To.",3,very_short,task3/17517.label,task2/17517.in
17523,[CITATION_2],"and other autoimmune diseases",29,short,task3/17523.label,task2/17523.in
17556,[CITATION_2],", Weave Networks",16,short,task3/17556.label,task2/17556.in
17634,[CITATION_1],"Among the comparativists,",25,short,task3/17634.label,task2/17634.in
17676,[CITATION_2],"0,j (x − x 0 ) − i U",20,short,task3/17676.label,task2/17676.in
17680,[CITATION_3],"and nicotine",12,very_short,task3/17680.label,task2/17680.in
17690,[CITATION_3],", chronic heart failure",23,short,task3/17690.label,task2/17690.in
17745,[CITATION_7],"and rat heart hypertrophy.",26,short,task3/17745.label,task2/17745.in
17748,[CITATION_2],", propranolol",13,very_short,task3/17748.label,task2/17748.in
17748,[CITATION_3],", or midodrine",14,very_short,task3/17748.label,task2/17748.in
17802,[CITATION_1],"(cm/h)",6,very_short,task3/17802.label,task2/17802.in
17824,[CITATION_1],"Ser473.",7,very_short,task3/17824.label,task2/17824.in
17842,[CITATION_6],"and O. sativa (by CE-MS;",24,short,task3/17842.label,task2/17842.in
17842,[CITATION_9],"and R. communis",15,short,task3/17842.label,task2/17842.in
17852,[CITATION_1],"(cm/h)",6,very_short,task3/17852.label,task2/17852.in
17864,[CITATION_4],"Ramazanzadeh et al.",19,short,task3/17864.label,task2/17864.in
17877,[CITATION_2],"Li et al., 2004;",16,short,task3/17877.label,task2/17877.in
17880,[CITATION_1],"For t 0 and with",16,short,task3/17880.label,task2/17880.in
17907,[CITATION_2],", chronic power shortage",24,short,task3/17907.label,task2/17907.in
17910,[CITATION_5],"and neurochemical",17,short,task3/17910.label,task2/17910.in
17932,[CITATION_1],"(cm/h)",6,very_short,task3/17932.label,task2/17932.in
17990,[CITATION_1],"Airy's equation is",18,short,task3/17990.label,task2/17990.in
18008,[CITATION_6],"attention",9,very_short,task3/18008.label,task2/18008.in
18028,[CITATION_1],"Definition 1 (see ).",20,short,task3/18028.label,task2/18028.in
18029,[CITATION_1],"Then one finds [17,",19,short,task3/18029.label,task2/18029.in
18065,[CITATION_1],"See.",4,very_short,task3/18065.label,task2/18065.in
18106,[CITATION_1],"Loza.",5,very_short,task3/18106.label,task2/18106.in
18107,[CITATION_1],"Definition 2 (see ).",20,short,task3/18107.label,task2/18107.in
18117,[CITATION_3],", Spectral clustering",21,short,task3/18117.label,task2/18117.in
18143,[CITATION_1],"Medicina (Kaunas) 2007; 43",26,short,task3/18143.label,task2/18143.in
18162,[CITATION_4],", A. halleri",12,very_short,task3/18162.label,task2/18162.in
18189,[CITATION_1],"See examples in.",16,short,task3/18189.label,task2/18189.in
18209,[CITATION_2],", inclusion",11,very_short,task3/18209.label,task2/18209.in
18234,[CITATION_1],"See.",4,very_short,task3/18234.label,task2/18234.in
18274,[CITATION_1],"Lemma 4 (see",12,very_short,task3/18274.label,task2/18274.in
18319,[CITATION_2],"and Zarshenas et al",19,short,task3/18319.label,task2/18319.in
18352,[CITATION_2],"͑see Piomelli and Balaras",25,short,task3/18352.label,task2/18352.in
18418,[CITATION_2],"From Eq., we now have,",22,short,task3/18418.label,task2/18418.in
18425,[CITATION_2],"2007) to 10 7 (Kamiya et al.",28,short,task3/18425.label,task2/18425.in
18438,[CITATION_1],"Lemma 7 (see ).",15,short,task3/18438.label,task2/18438.in
18484,[CITATION_1],"Combining Eqs.",14,very_short,task3/18484.label,task2/18484.in
18493,[CITATION_4],"See, for example,.",18,short,task3/18493.label,task2/18493.in
18508,[CITATION_2],"DyeNet",6,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_3],"FEELVOS",7,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_4],"OSVOS-S",7,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_7],"OnAVOS",6,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_8],"VideoMatch",10,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_9],"OSVOS",5,very_short,task3/18508.label,task2/18508.in
18508,[CITATION_10],"FAVOS",5,very_short,task3/18508.label,task2/18508.in
18517,[CITATION_1],"Lemma 11 (see",13,very_short,task3/18517.label,task2/18517.in
18593,[CITATION_2],"More details can be found in",28,short,task3/18593.label,task2/18593.in
18625,[CITATION_1],"In, C.D.",8,very_short,task3/18625.label,task2/18625.in
18677,[CITATION_1],"Rayleigh's principle, hence,",28,short,task3/18677.label,task2/18677.in
18703,[CITATION_1],"The distribution of [3H]",24,short,task3/18703.label,task2/18703.in
18709,[CITATION_3],"Met is a HIF-1 target gene",26,short,task3/18709.label,task2/18709.in
